"AGE","TIME","UNIT","SEX","GEO","Value","Flag and Footnotes"
"Less than 5 years","2008W51","Number","Total","Belgium","10",""
"Less than 5 years","2008W52","Number","Total","Belgium","8",""
"Less than 5 years","2008W99","Number","Total","Belgium",":",""
"Less than 5 years","2009W01","Number","Total","Belgium","18",""
"Less than 5 years","2009W02","Number","Total","Belgium","15",""
"Less than 5 years","2009W03","Number","Total","Belgium","6",""
"Less than 5 years","2009W04","Number","Total","Belgium","12",""
"Less than 5 years","2009W05","Number","Total","Belgium","14",""
"Less than 5 years","2009W06","Number","Total","Belgium","16",""
"Less than 5 years","2009W07","Number","Total","Belgium","7",""
"Less than 5 years","2009W08","Number","Total","Belgium","11",""
"Less than 5 years","2009W09","Number","Total","Belgium","16",""
"Less than 5 years","2009W10","Number","Total","Belgium","16",""
"Less than 5 years","2009W11","Number","Total","Belgium","7",""
"Less than 5 years","2009W12","Number","Total","Belgium","10",""
"Less than 5 years","2009W13","Number","Total","Belgium","16",""
"Less than 5 years","2009W14","Number","Total","Belgium","13",""
"Less than 5 years","2009W15","Number","Total","Belgium","7",""
"Less than 5 years","2009W16","Number","Total","Belgium","11",""
"Less than 5 years","2009W17","Number","Total","Belgium","12",""
"Less than 5 years","2009W18","Number","Total","Belgium","5",""
"Less than 5 years","2009W19","Number","Total","Belgium","10",""
"Less than 5 years","2009W20","Number","Total","Belgium","12",""
"Less than 5 years","2009W21","Number","Total","Belgium","5",""
"Less than 5 years","2009W22","Number","Total","Belgium","9",""
"Less than 5 years","2009W23","Number","Total","Belgium","3",""
"Less than 5 years","2009W24","Number","Total","Belgium","7",""
"Less than 5 years","2009W25","Number","Total","Belgium","11",""
"Less than 5 years","2009W26","Number","Total","Belgium","12",""
"Less than 5 years","2009W27","Number","Total","Belgium","6",""
"Less than 5 years","2009W28","Number","Total","Belgium","7",""
"Less than 5 years","2009W29","Number","Total","Belgium","14",""
"Less than 5 years","2009W30","Number","Total","Belgium","12",""
"Less than 5 years","2009W31","Number","Total","Belgium","8",""
"Less than 5 years","2009W32","Number","Total","Belgium","9",""
"Less than 5 years","2009W33","Number","Total","Belgium","13",""
"Less than 5 years","2009W34","Number","Total","Belgium","10",""
"Less than 5 years","2009W35","Number","Total","Belgium","8",""
"Less than 5 years","2009W36","Number","Total","Belgium","11",""
"Less than 5 years","2009W37","Number","Total","Belgium","12",""
"Less than 5 years","2009W38","Number","Total","Belgium","8",""
"Less than 5 years","2009W39","Number","Total","Belgium","8",""
"Less than 5 years","2009W40","Number","Total","Belgium","6",""
"Less than 5 years","2009W41","Number","Total","Belgium","7",""
"Less than 5 years","2009W42","Number","Total","Belgium","10",""
"Less than 5 years","2009W43","Number","Total","Belgium","14",""
"Less than 5 years","2009W44","Number","Total","Belgium","17",""
"Less than 5 years","2009W45","Number","Total","Belgium","11",""
"Less than 5 years","2009W46","Number","Total","Belgium","9",""
"Less than 5 years","2009W47","Number","Total","Belgium","5",""
"Less than 5 years","2009W48","Number","Total","Belgium","9",""
"Less than 5 years","2009W49","Number","Total","Belgium","19",""
"Less than 5 years","2009W50","Number","Total","Belgium","16",""
"Less than 5 years","2009W51","Number","Total","Belgium","12",""
"Less than 5 years","2009W52","Number","Total","Belgium","14",""
"Less than 5 years","2009W53","Number","Total","Belgium","13",""
"Less than 5 years","2009W99","Number","Total","Belgium",":",""
"Less than 5 years","2010W01","Number","Total","Belgium","11",""
"Less than 5 years","2010W02","Number","Total","Belgium","13",""
"Less than 5 years","2010W03","Number","Total","Belgium","14",""
"Less than 5 years","2010W04","Number","Total","Belgium","12",""
"Less than 5 years","2010W05","Number","Total","Belgium","5",""
"Less than 5 years","2010W06","Number","Total","Belgium","16",""
"Less than 5 years","2010W07","Number","Total","Belgium","13",""
"Less than 5 years","2010W08","Number","Total","Belgium","11",""
"Less than 5 years","2010W09","Number","Total","Belgium","4",""
"Less than 5 years","2010W10","Number","Total","Belgium","12",""
"Less than 5 years","2010W11","Number","Total","Belgium","7",""
"Less than 5 years","2010W12","Number","Total","Belgium","17",""
"Less than 5 years","2010W13","Number","Total","Belgium","8",""
"Less than 5 years","2010W14","Number","Total","Belgium","7",""
"Less than 5 years","2010W15","Number","Total","Belgium","21",""
"Less than 5 years","2010W16","Number","Total","Belgium","9",""
"Less than 5 years","2010W17","Number","Total","Belgium","15",""
"Less than 5 years","2010W18","Number","Total","Belgium","7",""
"Less than 5 years","2010W19","Number","Total","Belgium","12",""
"Less than 5 years","2010W20","Number","Total","Belgium","8",""
"Less than 5 years","2010W21","Number","Total","Belgium","13",""
"Less than 5 years","2010W22","Number","Total","Belgium","10",""
"Less than 5 years","2010W23","Number","Total","Belgium","7",""
"Less than 5 years","2010W24","Number","Total","Belgium","14",""
"Less than 5 years","2010W25","Number","Total","Belgium","11",""
"Less than 5 years","2010W26","Number","Total","Belgium","16",""
"Less than 5 years","2010W27","Number","Total","Belgium","11",""
"Less than 5 years","2010W28","Number","Total","Belgium","13",""
"Less than 5 years","2010W29","Number","Total","Belgium","10",""
"Less than 5 years","2010W30","Number","Total","Belgium","11",""
"Less than 5 years","2010W31","Number","Total","Belgium","7",""
"Less than 5 years","2010W32","Number","Total","Belgium","12",""
"Less than 5 years","2010W33","Number","Total","Belgium","12",""
"Less than 5 years","2010W34","Number","Total","Belgium","5",""
"Less than 5 years","2010W35","Number","Total","Belgium","5",""
"Less than 5 years","2010W36","Number","Total","Belgium","9",""
"Less than 5 years","2010W37","Number","Total","Belgium","12",""
"Less than 5 years","2010W38","Number","Total","Belgium","10",""
"Less than 5 years","2010W39","Number","Total","Belgium","10",""
"Less than 5 years","2010W40","Number","Total","Belgium","16",""
"Less than 5 years","2010W41","Number","Total","Belgium","7",""
"Less than 5 years","2010W42","Number","Total","Belgium","16",""
"Less than 5 years","2010W43","Number","Total","Belgium","14",""
"Less than 5 years","2010W44","Number","Total","Belgium","8",""
"Less than 5 years","2010W45","Number","Total","Belgium","16",""
"Less than 5 years","2010W46","Number","Total","Belgium","11",""
"Less than 5 years","2010W47","Number","Total","Belgium","5",""
"Less than 5 years","2010W48","Number","Total","Belgium","11",""
"Less than 5 years","2010W49","Number","Total","Belgium","13",""
"Less than 5 years","2010W50","Number","Total","Belgium","9",""
"Less than 5 years","2010W51","Number","Total","Belgium","7",""
"Less than 5 years","2010W52","Number","Total","Belgium","7",""
"Less than 5 years","2010W99","Number","Total","Belgium",":",""
"Less than 5 years","2011W01","Number","Total","Belgium","14",""
"Less than 5 years","2011W02","Number","Total","Belgium","14",""
"Less than 5 years","2011W03","Number","Total","Belgium","10",""
"Less than 5 years","2011W04","Number","Total","Belgium","8",""
"Less than 5 years","2011W05","Number","Total","Belgium","10",""
"Less than 5 years","2011W06","Number","Total","Belgium","6",""
"Less than 5 years","2011W07","Number","Total","Belgium","10",""
"Less than 5 years","2011W08","Number","Total","Belgium","13",""
"Less than 5 years","2011W09","Number","Total","Belgium","11",""
"Less than 5 years","2011W10","Number","Total","Belgium","8",""
"Less than 5 years","2011W11","Number","Total","Belgium","10",""
"Less than 5 years","2011W12","Number","Total","Belgium","8",""
"Less than 5 years","2011W13","Number","Total","Belgium","13",""
"Less than 5 years","2011W14","Number","Total","Belgium","6",""
"Less than 5 years","2011W15","Number","Total","Belgium","17",""
"Less than 5 years","2011W16","Number","Total","Belgium","14",""
"Less than 5 years","2011W17","Number","Total","Belgium","15",""
"Less than 5 years","2011W18","Number","Total","Belgium","11",""
"Less than 5 years","2011W19","Number","Total","Belgium","9",""
"Less than 5 years","2011W20","Number","Total","Belgium","8",""
"Less than 5 years","2011W21","Number","Total","Belgium","11",""
"Less than 5 years","2011W22","Number","Total","Belgium","16",""
"Less than 5 years","2011W23","Number","Total","Belgium","11",""
"Less than 5 years","2011W24","Number","Total","Belgium","10",""
"Less than 5 years","2011W25","Number","Total","Belgium","6",""
"Less than 5 years","2011W26","Number","Total","Belgium","12",""
"Less than 5 years","2011W27","Number","Total","Belgium","8",""
"Less than 5 years","2011W28","Number","Total","Belgium","5",""
"Less than 5 years","2011W29","Number","Total","Belgium","6",""
"Less than 5 years","2011W30","Number","Total","Belgium","9",""
"Less than 5 years","2011W31","Number","Total","Belgium","13",""
"Less than 5 years","2011W32","Number","Total","Belgium","11",""
"Less than 5 years","2011W33","Number","Total","Belgium","6",""
"Less than 5 years","2011W34","Number","Total","Belgium","19",""
"Less than 5 years","2011W35","Number","Total","Belgium","5",""
"Less than 5 years","2011W36","Number","Total","Belgium","16",""
"Less than 5 years","2011W37","Number","Total","Belgium","5",""
"Less than 5 years","2011W38","Number","Total","Belgium","9",""
"Less than 5 years","2011W39","Number","Total","Belgium","11",""
"Less than 5 years","2011W40","Number","Total","Belgium","16",""
"Less than 5 years","2011W41","Number","Total","Belgium","4",""
"Less than 5 years","2011W42","Number","Total","Belgium","6",""
"Less than 5 years","2011W43","Number","Total","Belgium","9",""
"Less than 5 years","2011W44","Number","Total","Belgium","11",""
"Less than 5 years","2011W45","Number","Total","Belgium","9",""
"Less than 5 years","2011W46","Number","Total","Belgium","13",""
"Less than 5 years","2011W47","Number","Total","Belgium","11",""
"Less than 5 years","2011W48","Number","Total","Belgium","11",""
"Less than 5 years","2011W49","Number","Total","Belgium","8",""
"Less than 5 years","2011W50","Number","Total","Belgium","10",""
"Less than 5 years","2011W51","Number","Total","Belgium","12",""
"Less than 5 years","2011W52","Number","Total","Belgium","19",""
"Less than 5 years","2011W99","Number","Total","Belgium",":",""
"Less than 5 years","2012W01","Number","Total","Belgium","8",""
"Less than 5 years","2012W02","Number","Total","Belgium","10",""
"Less than 5 years","2012W03","Number","Total","Belgium","11",""
"Less than 5 years","2012W04","Number","Total","Belgium","3",""
"Less than 5 years","2012W05","Number","Total","Belgium","17",""
"Less than 5 years","2012W06","Number","Total","Belgium","15",""
"Less than 5 years","2012W07","Number","Total","Belgium","7",""
"Less than 5 years","2012W08","Number","Total","Belgium","7",""
"Less than 5 years","2012W09","Number","Total","Belgium","12",""
"Less than 5 years","2012W10","Number","Total","Belgium","11",""
"Less than 5 years","2012W11","Number","Total","Belgium","11",""
"Less than 5 years","2012W12","Number","Total","Belgium","5",""
"Less than 5 years","2012W13","Number","Total","Belgium","14",""
"Less than 5 years","2012W14","Number","Total","Belgium","10",""
"Less than 5 years","2012W15","Number","Total","Belgium","16",""
"Less than 5 years","2012W16","Number","Total","Belgium","15",""
"Less than 5 years","2012W17","Number","Total","Belgium","11",""
"Less than 5 years","2012W18","Number","Total","Belgium","13",""
"Less than 5 years","2012W19","Number","Total","Belgium","10",""
"Less than 5 years","2012W20","Number","Total","Belgium","4",""
"Less than 5 years","2012W21","Number","Total","Belgium","9",""
"Less than 5 years","2012W22","Number","Total","Belgium","11",""
"Less than 5 years","2012W23","Number","Total","Belgium","12",""
"Less than 5 years","2012W24","Number","Total","Belgium","11",""
"Less than 5 years","2012W25","Number","Total","Belgium","11",""
"Less than 5 years","2012W26","Number","Total","Belgium","24",""
"Less than 5 years","2012W27","Number","Total","Belgium","10",""
"Less than 5 years","2012W28","Number","Total","Belgium","13",""
"Less than 5 years","2012W29","Number","Total","Belgium","12",""
"Less than 5 years","2012W30","Number","Total","Belgium","14",""
"Less than 5 years","2012W31","Number","Total","Belgium","9",""
"Less than 5 years","2012W32","Number","Total","Belgium","7",""
"Less than 5 years","2012W33","Number","Total","Belgium","4",""
"Less than 5 years","2012W34","Number","Total","Belgium","15",""
"Less than 5 years","2012W35","Number","Total","Belgium","14",""
"Less than 5 years","2012W36","Number","Total","Belgium","13",""
"Less than 5 years","2012W37","Number","Total","Belgium","10",""
"Less than 5 years","2012W38","Number","Total","Belgium","8",""
"Less than 5 years","2012W39","Number","Total","Belgium","10",""
"Less than 5 years","2012W40","Number","Total","Belgium","14",""
"Less than 5 years","2012W41","Number","Total","Belgium","5",""
"Less than 5 years","2012W42","Number","Total","Belgium","13",""
"Less than 5 years","2012W43","Number","Total","Belgium","13",""
"Less than 5 years","2012W44","Number","Total","Belgium","9",""
"Less than 5 years","2012W45","Number","Total","Belgium","17",""
"Less than 5 years","2012W46","Number","Total","Belgium","15",""
"Less than 5 years","2012W47","Number","Total","Belgium","12",""
"Less than 5 years","2012W48","Number","Total","Belgium","14",""
"Less than 5 years","2012W49","Number","Total","Belgium","7",""
"Less than 5 years","2012W50","Number","Total","Belgium","8",""
"Less than 5 years","2012W51","Number","Total","Belgium","10",""
"Less than 5 years","2012W52","Number","Total","Belgium","19",""
"Less than 5 years","2012W99","Number","Total","Belgium",":",""
"Less than 5 years","2013W01","Number","Total","Belgium","15",""
"Less than 5 years","2013W02","Number","Total","Belgium","9",""
"Less than 5 years","2013W03","Number","Total","Belgium","13",""
"Less than 5 years","2013W04","Number","Total","Belgium","7",""
"Less than 5 years","2013W05","Number","Total","Belgium","9",""
